gene_name	se_id	transcript_id	ensembl_gene_id	chr	start	end	strand	tss	gene_type	gene_status	reads_2i_1	reads_2i_2	reads_ser_1	reads_ser_2	reads_sahlen	score_2i	score_ser	score_sahlen	rpkm_2i	rpkm_ser	rpkm_episc	reads_ser	in.joshi	in.sahlen	in.dowen	in.novo
Hsp90aa1	6188	ENSMUST00000129005	ENSMUSG00000021270	chr12	111928890	111933890	-	111931390	protein_coding	KNOWN	2	5	2	7	8	3.9	3.81	7.56	168.9	200.9	124.6	3.74165738677394	0	1	0	0
Hsp90ab1	7812																						0	0	0	1
Hspb7	2292	ENSMUST00000102486	ENSMUSG00000006221	chr4	140974194	140979194	+	140976694	protein_coding	KNOWN	4	6	1	6	9	6.68	0	12.2	0.1	0.1	0	2.44948974278318	0	1	0	0
Hspb8	2736	ENSMUST00000133335	ENSMUSG00000041548	chr5	116863401	116868401	-	116865901	protein_coding	KNOWN	55	21	40	13	0	14.81	10.54	0	71.8	13.7	17	22.8035085019828	1	0	1	0
Hspbp1	3475	ENSMUST00000079970	ENSMUSG00000063802	chr7	4634065	4639065	-	4636565	protein_coding	KNOWN	0	5	5	2	7	5.2	7.63	8.3	23.6	22.2	27.6	3.16227766016838	0	1	0	0
Hus1	5331	ENSMUST00000146002	ENSMUSG00000020413	chr11	8908181	8913181	-	8910681	protein_coding	KNOWN	5	6	10	4	16	6.01	10.9	13.89	14.7	15.3	16.3	6.32455532033676	1	1	1	1
I0C0044D17Rik	2076	ENSMUST00000168045	ENSMUSG00000073794	chr4	98484515	98489515	-	98487015	protein_coding	KNOWN	3	5	6	5	0	0	5.52	0				5.47722557505166	1	0	0	0
Id1	1198	ENSMUST00000038368	ENSMUSG00000042745	chr2	152559487	152564487	+	152561987	protein_coding	KNOWN	70	32	68	29	39	17.85	21.16	5.45	2.2	61.3	25.3	44.407206622349	1	1	1	1
Idh2	3658	ENSMUST00000156761	ENSMUSG00000030541	chr7	87238415	87243415	-	87240915	protein_coding	KNOWN	14	18	9	13	15	16.23	9.23	9.79	110.4	39.1	44.7	10.816653826392	1	1	0	0
Idh2	3661																						0	0	1	0
Idh2	3662	ENSMUST00000134328	ENSMUSG00000030541	chr7	87257718	87262718	-	87260218	protein_coding	KNOWN	3	6	11	5	0	3.12	5.51	0	110.4	39.1	44.7	7.41619848709566	1	0	0	0
Ier2	4163	ENSMUST00000060427	ENSMUSG00000053560	chr8	87184251	87189251	-	87186751	protein_coding	KNOWN	12	34	29	19	0	14.93	11.4	0	30.6	62.9	37.2	23.473389188611	1	0	1	0
Ift46	449	ENSMUST00000002099	ENSMUSG00000002031	chr9	44578518	44583518	+	44581018	protein_coding	KNOWN	24	3	12	8	0	115.74	78.13	0				9.79795897113271	1	0	0	0
Ift52	1256	ENSMUST00000018002	ENSMUSG00000017858	chr2	162840590	162845590	+	162843090	protein_coding	KNOWN	10	22	26	28	0	11.6	18.89	0	85.7	20.1	15.5	26.9814751264641	1	0	0	0
Ift52	1257	ENSMUST00000018002	ENSMUSG00000017858	chr2	162840590	162845590	+	162843090	protein_coding	KNOWN	8	12	8	20	17	11.79	10.89	11.96	85.7	20.1	15.5	12.6491106406735	1	1	0	1
Igfbp2	237	ENSMUST00000047328	ENSMUSG00000039323	chr1	72868577	72873577	+	72871077	protein_coding	KNOWN	12	19	16	20	0	6.16	6.56	0	166.1	132.3	338.4	17.8885438199983	1	0	1	0
Igfbp4	5719	ENSMUST00000017637	ENSMUSG00000017493	chr11	98900058	98905058	+	98902558	protein_coding	KNOWN	3	18	10	11	17	5.51	6.62	6.5	0.8	10.6	12.4	10.4880884817015	1	1	0	0
Il16	3685	ENSMUST00000131916	ENSMUSG00000001741	chr7	90878417	90883417	-	90880917	protein_coding	KNOWN	0	0	0	0	6	0	5.76	6.78	0	0	0	5.65685424949238	1	1	0	0
Il17b	8209	ENSMUST00000025471	ENSMUSG00000024578	chr18	61845089	61850089	+	61847589	protein_coding	KNOWN	0	2	5	10	0	0	8.44	0	0.8	2.8	0.1	7.07106781186548	1	0	0	0
Inhbb	374																						0	0	1	0
Inhbb	376	ENSMUST00000038765	ENSMUSG00000037035	chr1	121316325	121321325	-	121318825	protein_coding	KNOWN	17	24	15	27	0	8.11	7.55	0	0.3	11.3	0.5	20.1246117974981	1	0	1	0
Iqgap2	6544	ENSMUST00000068603	ENSMUSG00000021676	chr13	96659377	96664377	-	96661877	protein_coding	KNOWN	0	1	4	1	5	0	4.51	7.77	2.8	5.5	10.3	2	0	1	0	0
Isg20	3652	ENSMUST00000118867	ENSMUSG00000039236	chr7	86055810	86060810	+	86058310	protein_coding	KNOWN	0	1	0	4	5	0	0	5.58	0.6	0.6	3.6	0	0	1	0	1
Islr2	4555	ENSMUST00000163200	ENSMUSG00000051243	chr9	58047022	58052022	-	58049522	protein_coding	KNOWN	6	2	12	7	11	3.58	10.62	13.97	3.4	0.7	1.9	9.16515138991168	1	1	1	0
Isoc2b	3475	ENSMUST00000134243	ENSMUSG00000052605	chr7	4815270	4820270	-	4817770	protein_coding	KNOWN	5	4	2	0	13	3.69	0	5.48	0.7	0.7	0.3	0	0	1	0	0
Itga10	1629	ENSMUST00000119365	ENSMUSG00000090210	chr3	96447007	96452007	+	96449507	protein_coding	KNOWN	2	4	5	7	9	3.77	10.57	9.11	0.7	0.4	0.3	8	1	1	0	1
Itga10	1630	ENSMUST00000119365	ENSMUSG00000090210	chr3	96447007	96452007	+	96449507	protein_coding	KNOWN	0	8	7	12	2	3.8	9.9	0	0.7	0.4	0.3	9.16515138991168	1	0	0	0
Itga5	7343	ENSMUST00000023128	ENSMUSG00000000555	chr15	103194694	103199694	-	103197194	protein_coding	KNOWN	2	2	6	5	5	0	7.04	3.01	2.4	12.8	10	5.47722557505166	1	0	0	0
Itga6	928	ENSMUST00000133124	ENSMUSG00000027111	chr2	71581173	71586173	+	71583673	protein_coding	KNOWN	2	2	6	7	7	0	17.66	7.15	11.6	25.2	19.6	10.1980390271856	1	1	0	0
Itga6	931	ENSMUST00000133124	ENSMUSG00000027111	chr2	71581173	71586173	+	71583673	protein_coding	KNOWN	15	11	26	8	14	5.24	9.49	6.43	11.6	25.2	19.6	14.422205101856	1	1	0	0
Itpk1	6151	ENSMUST00000046518	ENSMUSG00000057963	chr12	103940579	103945579	-	103943079	protein_coding	KNOWN	9	29	27	26	11	10.26	10.1	6.75	17.8	19.8	12.3	26.4952825989835	1	1	0	1
Izumo1	3568	ENSMUST00000033100	ENSMUSG00000064158	chr7	52874681	52879681	+	52877181	protein_coding	KNOWN	2	4	4	12	12	0	8.35	8.76	1.9	0.4	0.6	6.92820323027551	1	1	0	0
Jam2	7597	ENSMUST00000114195	ENSMUSG00000053062	chr16	84771868	84776868	+	84774368	protein_coding	KNOWN	60	44	111	43	0	22.36	28.49	0	113.3	45	0.3	69.0869017976635	1	0	1	1
Jmjd1c	5054	ENSMUST00000174062	ENSMUSG00000037876	chr10	66556373	66561373	+	66558873	protein_coding	KNOWN	9	9	19	17	8	13.65	27.41	10.43	11.1	36.3	35.4	17.9722007556114	1	1	0	0
Jmjd1c	5059	ENSMUST00000174062	ENSMUSG00000037876	chr10	66556373	66561373	+	66558873	protein_coding	KNOWN	22	14	38	16	13	7.94	10.14	6.33	11.1	36.3	35.4	24.6576560118759	1	1	0	0
Jph4	6815																						0	0	1	0
Kank1	8399	ENSMUST00000137260	ENSMUSG00000032702	chr19	25467293	25472293	+	25469793	protein_coding	KNOWN	1	1	7	6	0	0	7.93	0	5.9	3	5.8	6.48074069840786	1	0	0	0
Kank4	2076	ENSMUST00000102790	ENSMUSG00000035407	chr4	98481728	98486728	-	98484228	protein_coding	KNOWN	2	13	8	7	3	6.59	5.59	0	0.7	1.1	0.3	7.48331477354788	1	0	0	0
Kazn	2295	ENSMUST00000148812	ENSMUSG00000040606	chr4	141699880	141704880	-	141702380	protein_coding	KNOWN	0	0	3	10	0	0	5.62	0				5.47722557505166	1	0	0	0
Kazn	2297	ENSMUST00000148812	ENSMUSG00000040606	chr4	141699880	141704880	-	141702380	protein_coding	KNOWN	2	10	3	15	0	0	6.4	0				6.70820393249937	1	0	0	0
Kcnd1	8554	ENSMUST00000009875	ENSMUSG00000009731	chrX	7396915	7401915	+	7399415	protein_coding	KNOWN	1	4	2	0	5	5.4	0	7.46	1.4	3	1.3	0	0	1	0	0
Kcnk7	8324	ENSMUST00000052448	ENSMUSG00000024936	chr19	5701867	5706867	+	5704367	protein_coding	KNOWN	0	0	0	1	7	0	0	5.24	0.1	0.2	0.1	0	0	1	0	0
Kdm2b	2770	ENSMUST00000086200	ENSMUSG00000029475	chr5	123436042	123441042	-	123438542	protein_coding	KNOWN	0	3	1	1	7	0	0	9.07	7.7	11.1	10.5	1.4142135623731	0	1	0	0
Kdm6b	5565	ENSMUST00000094077	ENSMUSG00000018476	chr11	69224677	69229677	-	69227177	protein_coding	KNOWN	2	0	0	4	6	0	3.13	6.1	3.6	5.7	13.2	0	0	1	0	0
Kif13b	6864	ENSMUST00000100473	ENSMUSG00000060012	chr14	65268939	65273939	+	65271439	protein_coding	KNOWN	21	20	35	20	10	11.89	11.48	3.43	3.1	4.4	1.7	26.4575131106459	1	0	1	1
Kirrel2	3525	ENSMUST00000169893	ENSMUSG00000036915	chr7	31239368	31244368	-	31241868	protein_coding	KNOWN	40	41	64	26	37	20.98	21.35	5.93	6.7	4.4	3	40.7921561087423	1	1	1	1
Kis2	8629	ENSMUST00000143479	ENSMUSG00000086173	chrX	50095270	50100270	-	50097770	lincRNA	KNOWN	40	7	26	3	10	16.58	11.01	5.18				8.83176086632785	1	1	0	0
Kiss1r	5111																						0	0	0	1
Klf13	3601	ENSMUST00000008043	ENSMUSG00000052040	chr7	71067256	71072256	-	71069756	protein_coding	KNOWN	6	19	11	22	19	11.55	20.28	5.61	7.7	9.7	11.9	28.2665880502051	1	1	1	0
Klf2	4116	ENSMUST00000067912	ENSMUSG00000055148	chr8	74840432	74845432	+	74842932	protein_coding	KNOWN	24	6	24	5	0	8.9	8.19	0	113.8	84.7	1.7	10.9544511501033	1	0	1	1
Klf3	2535	ENSMUST00000166409	ENSMUSG00000029178	chr5	65201078	65206078	+	65203578	protein_coding	KNOWN	11	8	17	2	0	4.92	5.55	0	20.2	28.1	8.7	5.8309518948453	1	0	1	0
Klf4	1973	ENSMUST00000129250	ENSMUSG00000003032	chr4	55542142	55547142	-	55544642	protein_coding	KNOWN	5	6	12	22	11	3.06	13.07	5.95	33.7	22.6	0.6	16.2480768092719	1	1	0	0
Klf5	6957	ENSMUST00000005279	ENSMUSG00000005148	chr14	99695410	99700410	+	99697910	protein_coding	KNOWN	4	8	10	8	10	3.54	5.46	10.25	36.8	66.7	7.7	8.94427190999916	1	1	0	0
Klf9	8385	ENSMUST00000036884	ENSMUSG00000033863	chr19	23213216	23218216	+	23215716	protein_coding	KNOWN	13	7	20	8	11	10.94	11.2	8.44	38.7	49.7	16.7	12.6491106406735	1	1	0	1
Klf9	8386	ENSMUST00000036884	ENSMUSG00000033863	chr19	23213216	23218216	+	23215716	protein_coding	KNOWN	13	19	28	22	48	4.75	10.44	7.64	38.7	49.7	16.7	24.8193472919817	1	1	1	1
Kpna1	8148	ENSMUST00000004054	ENSMUSG00000022905	chr16	35980901	35985901	+	35983401	protein_coding	KNOWN	4	3	6	6	0	3.94	20.16	0	18.9	32.2	34.5	6	1	0	0	0
Kras	3450	ENSMUST00000111709	ENSMUSG00000030265	chr6	145192838	145197838	-	145195338	protein_coding	KNOWN	12	11	16	4	19	11.97	10.12	12.39	28.9	32.8	53.3	8	1	1	1	0
L1td1	2076	ENSMUST00000152889	ENSMUSG00000087166	chr4	98390925	98395925	+	98393425	protein_coding	KNOWN	11	6	8	5	6	12.99	9.98	4.82	102.7	252.1	173.5	6.32455532033676	1	0	0	0
L3mbtl1	1256	ENSMUST00000109436	ENSMUSG00000035576	chr2	162766701	162771701	+	162769201	protein_coding	KNOWN	3	1	3	10	0	0	9.32	0				6.48074069840786	1	0	0	0
L3mbtl1	1257	ENSMUST00000109436	ENSMUSG00000035576	chr2	162766701	162771701	+	162769201	protein_coding	KNOWN	2	8	3	10	8	5.75	4.46	11.45				5.47722557505166	0	1	0	0
Lamc1	508	ENSMUST00000161744	ENSMUSG00000026478	chr1	155073774	155078774	-	155076274	protein_coding	KNOWN	5	8	8	5	0	9.16	13.24	0	27.5	56.2	33.2	8.48528137423857	1	0	0	1
Lamtor2	1607	ENSMUST00000145548	ENSMUSG00000028062	chr3	88352516	88357516	-	88355016	protein_coding	KNOWN	2	2	2	6	34	0	4.26	24.82				10.4880884817015	0	1	0	0
Lasp1	5711	ENSMUST00000143571	ENSMUSG00000038366	chr11	97657814	97662814	+	97660314	protein_coding	KNOWN	2	4	9	5	8	0	6.47	5.52	50.4	82.5	63.1	6.70820393249937	1	1	0	0
Lass2	1626	ENSMUST00000129267	ENSMUSG00000015714	chr3	95116214	95121214	+	95118714	protein_coding	KNOWN	0	0	0	1	6	0	0	6.72	53.7	34.8	54.1	0	0	1	0	0
Ldhb	3429	ENSMUST00000134191	ENSMUSG00000030246	chr6	142453825	142458825	-	142456325	protein_coding	KNOWN	62	44	35	32	0	10.65	8.54	0	197	59.1	44.2	33.466401061363	1	0	0	1
Lefty1	610	ENSMUST00000037361	ENSMUSG00000038793	chr1	182862653	182867653	+	182865153	protein_coding	KNOWN	6	3	6	9	11	3.25	7.2	3.07	26.4	75.1	261.2	7.34846922834954	1	0	0	1
Lefty1	611	ENSMUST00000037361	ENSMUSG00000038793	chr1	182862653	182867653	+	182865153	protein_coding	KNOWN	13	22	15	30	44	9.16	12.81	11.36	26.4	75.1	261.2	21.2132034355964	1	1	1	1
Lefty2	610	ENSMUST00000085797	ENSMUSG00000066652	chr1	182820739	182825739	+	182823239	protein_coding	KNOWN	39	39	58	35	27	12.9	11.15	0	113.5	56.2	17.8	45.0555213042752	1	0	0	1
Lefty2	611	ENSMUST00000085797	ENSMUSG00000066652	chr1	182820739	182825739	+	182823239	protein_coding	KNOWN	3	4	5	9	9	3.67	8.4	6.19	113.5	56.2	17.8	6.70820393249937	1	1	1	0
Lgi3	6887	ENSMUST00000047331	ENSMUSG00000033595	chr14	70928128	70933128	+	70930628	protein_coding	KNOWN	3	0	5	5	6	0	4.87	5.88	0	0.1	0	5	0	1	0	0
Lgmn	6151																						0	0	0	1
Lhx5	2754	ENSMUST00000031591	ENSMUSG00000029595	chr5	120879395	120884395	+	120881895	protein_coding	KNOWN	0	0	1	7	6	0	5.47	11.21	0	0	0.2	2.64575131106459	0	1	0	1
Lin37	3525	ENSMUST00000149400	ENSMUSG00000036845	chr7	31342158	31347158	-	31344658	protein_coding	KNOWN	2	2	6	6	2	0	8.04	0				6	1	0	0	0
Lix1l	1629	ENSMUST00000062058	ENSMUSG00000049288	chr3	96402556	96407556	+	96405056	protein_coding	KNOWN	2	7	4	10	13	4.57	5.7	6.88	4.7	2	5.6	6.32455532033676	1	1	0	0
Lmna	1607	ENSMUST00000150496	ENSMUSG00000028063	chr3	88284286	88289286	-	88286786	protein_coding	KNOWN	1	1	6	0	12	0	0	11.19	6.1	11.2	6.3	0	0	1	0	0
Loxl1	4555	ENSMUST00000167425	ENSMUSG00000032334	chr9	58158491	58163491	-	58160991	protein_coding	KNOWN	1	0	1	2	9	0	0	9.94	0.1	0.7	0.1	1.4142135623731	0	1	0	0
Lrrc2	4748	ENSMUST00000035076	ENSMUSG00000032495	chr9	110851549	110856549	+	110854049	protein_coding	KNOWN	68	22	80	37	28	19.33	17.57	7.14	11.8	8.4	0.6	54.4058820349418	1	1	1	1
Lrsam1	817	ENSMUST00000147528	ENSMUSG00000026792	chr2	32812926	32817926	-	32815426	protein_coding	KNOWN	0	1	0	1	7	0	0	7.59				0	0	1	0	0
Lyrm5	3450	ENSMUST00000111725	ENSMUSG00000040370	chr6	145157154	145162154	+	145159654	protein_coding	KNOWN	6	10	10	4	6	3.95	4.28	8.09	17.3	7.1	13.4	6.32455532033676	0	1	0	0
Lyrm7	5499	ENSMUST00000135853	ENSMUSG00000020268	chr11	54671587	54676587	-	54674087	protein_coding	KNOWN	1	0	2	1	7	0	0	8.44	2.1	0.7	4.6	1.4142135623731	0	1	0	0
M6pr	3342																						0	0	0	1
Macf1	2175	ENSMUST00000147030	ENSMUSG00000028649	chr4	123339495	123344495	-	123341995	protein_coding	KNOWN	18	18	14	10	8	23.49	10.55	4.01	23.7	15	8.4	11.8321595661992	1	0	0	0
Mad2l2	2317	ENSMUST00000148742	ENSMUSG00000029003	chr4	147512371	147517371	+	147514871	protein_coding	KNOWN	0	6	4	8	2	0	5.84	0	17.2	11.4	12.2	5.65685424949238	1	0	0	0
Malat1	8324	ENSMUST00000174808	ENSMUSG00000092341	chr19	5794452	5799452	-	5796952	processed_transcript	KNOWN	33	40	39	60	48	21.14	25.33	11.16				48.3735464897913	1	1	1	0
Mamstr	3568	ENSMUST00000098455	ENSMUSG00000042918	chr7	52892847	52897847	+	52895347	protein_coding	KNOWN	1	4	0	2	11	3.14	0	8.93				0	0	1	0	0
Manba	1749	ENSMUST00000123061	ENSMUSG00000028164	chr3	135177614	135182614	+	135180114	protein_coding	KNOWN	1	2	8	5	12	0	15.42	3.16	32.3	65	3.1	26.8328157299975	1	0	0	0
Mapt	5752	ENSMUST00000106988	ENSMUSG00000018411	chr11	104141195	104146195	+	104143695	protein_coding	KNOWN	29	39	50	39	0	10.76	10.89	0	9.3	3.3	0.2	44.1588043316392	1	0	1	0
Mb	7248																						0	0	0	1
Mcl1	1626	ENSMUST00000037947	ENSMUSG00000038612	chr3	95460143	95465143	+	95462643	protein_coding	KNOWN	56	81	67	69	32	27.21	22.95	17.46	104.9	160.5	83.6	67.9926466612383	1	1	0	1
Mcts2	1198	ENSMUST00000062148	ENSMUSG00000042814	chr2	152510384	152515384	+	152512884	protein_coding	KNOWN	2	1	1	0	13	0	0	6.36	27.9	24.3	29.6	0	0	1	0	0
Mdc1	7784	ENSMUST00000082337	ENSMUSG00000061607	chr17	35975960	35980960	+	35978460	protein_coding	KNOWN	0	1	0	0	5	0	0	9.39	32.4	21.7	14.4	0	0	1	0	0
Med13l	2745	ENSMUST00000100816	ENSMUSG00000018076	chr5	119008228	119013228	+	119010728	protein_coding	KNOWN	3	2	6	5	8	0	7.39	8.81	7.2	14.1	9	5.47722557505166	1	1	1	0
Med13l	2746	ENSMUST00000100816	ENSMUSG00000018076	chr5	119008228	119013228	+	119010728	protein_coding	KNOWN	1	9	5	11	3	3.76	6.56	0	7.2	14.1	9	7.41619848709566	1	0	0	0
Med16	5111	ENSMUST00000170375	ENSMUSG00000013833	chr10	79359930	79364930	-	79362430	protein_coding	KNOWN	1	1	0	0	8	0	6.84	7.76	4	6.6	6.5	3.74165738677394	0	1	0	1
Med20	7822	ENSMUST00000024778	ENSMUSG00000092558	chr17	47746031	47751031	+	47748531	protein_coding	KNOWN	2	6	4	7	12	5.47	7.17	14.14	28.6	26.8	22.4	5.29150262212918	1	1	1	0
Med24	5719	ENSMUST00000125064	ENSMUSG00000017210	chr11	98587648	98592648	-	98590148	protein_coding	KNOWN	2	1	3	0	5	0	0	8.77	18.2	21.2	26.8	0	0	1	0	0
Med26	4116	ENSMUST00000058534	ENSMUSG00000045248	chr8	75069709	75074709	-	75072209	protein_coding	KNOWN	0	0	0	1	5	0	0	6.94	5.7	10.2	5.8	0	0	1	0	0
Mesdc1	3685	ENSMUST00000094216	ENSMUSG00000070462	chr7	91030351	91035351	-	91032851	protein_coding	KNOWN	62	73	57	81	11	28.27	21.22	6.27	6.3	8.3	8.8	67.9485099174368	1	1	0	1
Mesdc2	3685	ENSMUST00000138803	ENSMUSG00000038503	chr7	91030476	91035476	+	91032976	protein_coding	KNOWN	62	73	57	81	11	28.27	21.22	6.27	25	19.8	31.2	67.9485099174368	1	1	0	0
Mesp1	3658	ENSMUST00000032760	ENSMUSG00000030544	chr7	86936174	86941174	-	86938674	protein_coding	KNOWN	1	0	1	0	6	0	0	6.09	0	0.3	0.1	0	0	1	0	0
Mex3a	1607	ENSMUST00000172699	ENSMUSG00000074480	chr3	88333817	88338817	+	88336317	protein_coding	KNOWN	4	3	10	7	12	0	5.24	10.29	9.9	20.8	32	8.36660026534076	1	1	0	0
Mfap5	3342	ENSMUST00000126357	ENSMUSG00000030116	chr6	122470017	122475017	+	122472517	protein_coding	KNOWN	0	0	0	0	7	0	0	7.34	0.8	1.8	0.3	0	0	1	0	0
Mfge8	3652	ENSMUST00000032825	ENSMUSG00000030605	chr7	86291446	86296446	-	86293946	protein_coding	KNOWN	2	5	7	6	8	3.71	8.44	5.33	64	35.1	40.4	6.48074069840786	1	1	0	0
Mgst3	559	ENSMUST00000028005	ENSMUSG00000026688	chr1	169321472	169326472	-	169323972	protein_coding	KNOWN	6	2	3	9	5	0	5.85	0	24.7	18.3	14.6	5.19615242270663	1	0	0	0
Midn	5111	ENSMUST00000099492	ENSMUSG00000035621	chr10	79608517	79613517	+	79611017	protein_coding	KNOWN	2	2	1	0	7	0	0	5.13	19.2	35.2	50	0	0	1	0	0
Mif	5091	ENSMUST00000038169	ENSMUSG00000033307	chr10	75320495	75325495	-	75322995	protein_coding	KNOWN	14	14	21	10	14	9.11	9.24	5.13				14.4913767461894	1	1	0	0
Mir106a	8629	ENSMUST00000083522	ENSMUSG00000065456	chrX	50093244	50098244	-	50095744	miRNA	KNOWN	9	9	11	15	10	5.64	9.6	5.18	0.8	0.6	0.4	12.8452325786651	1	1	0	0
Mir1192	8385	ENSMUST00000116976	ENSMUSG00000080626	chr19	23221421	23226421	+	23223921	miRNA	KNOWN	2	4	4	9	3	4.45	10.55	0				6	1	0	1	1
Mir1192	8386																						0	0	1	0
Mir1195	7884	ENSMUST00000116818	ENSMUSG00000080468	chr17	71207440	71212440	-	71209940	miRNA	KNOWN	7	1	8	4	0	5.21	8.33	0				5.65685424949238	1	0	0	0
Mir1195	7886	ENSMUST00000116818	ENSMUSG00000080468	chr17	71207440	71212440	-	71209940	miRNA	KNOWN	4	4	12	5	0	4.99	10.12	0				7.74596669241483	1	0	0	0
Mir1195	7887	ENSMUST00000116818	ENSMUSG00000080468	chr17	71207440	71212440	-	71209940	miRNA	KNOWN	21	19	34	34	0	12.32	18.19	0				34	1	0	0	0
Mir124a-1	6864	ENSMUST00000083663	ENSMUSG00000065597	chr14	65206994	65211994	+	65209494	miRNA	KNOWN	1	4	8	4	0	0	5.24	0	0	0.3	0	5.65685424949238	1	0	0	0
Mir143	8209	ENSMUST00000083511	ENSMUSG00000065445	chr18	61806412	61811412	-	61808912	miRNA	KNOWN	4	11	10	12	15	4.86	4.17	5.3	0	0	0	10.9544511501033	0	1	0	0
Mir145	8209	ENSMUST00000083658	ENSMUSG00000065592	chr18	61805057	61810057	-	61807557	miRNA	KNOWN	4	11	10	12	15	4.86	4.17	5.3	0	0	0	10.9544511501033	0	1	0	0
Mir155	7597	ENSMUST00000164314	ENSMUSG00000091875	chr16	84710768	84715768	+	84713268	lincRNA	KNOWN	0	5	6	9	0	0	5.53	0	0.3	0	0	7.34846922834954	1	0	0	0
Mir1897	1480	ENSMUST00000122581	ENSMUSG00000084530	chr3	34534886	34539886	+	34537386	miRNA	KNOWN	7	3	18	3	0	0	6.91	0				7.34846922834954	1	0	1	0
Mir1897	1482	ENSMUST00000122581	ENSMUSG00000084530	chr3	34534886	34539886	+	34537386	miRNA	KNOWN	3	5	9	6	0	3.89	7.22	0				7.34846922834954	1	0	1	0
Mir18b	8629	ENSMUST00000103923	ENSMUSG00000077111	chrX	50093090	50098090	-	50095590	miRNA	KNOWN	9	9	11	15	10	5.64	9.6	5.18	1.4	0.2	0.4	12.8452325786651	1	1	0	0
Mir1904	6615	ENSMUST00000122702	ENSMUSG00000084651	chr13	110691517	110696517	+	110694017	miRNA	KNOWN	2	0	1	2	8	0	0	8.75				1.4142135623731	0	1	0	0
Mir1905	1607	ENSMUST00000122779	ENSMUSG00000084728	chr3	88337804	88342804	-	88340304	miRNA	KNOWN	4	2	6	2	13	0	0	7.81				3.46410161513775	0	1	0	0
Mir1934	5565	ENSMUST00000158127	ENSMUSG00000088752	chr11	69474045	69479045	+	69476545	miRNA	KNOWN	2	9	7	6	23	4.26	5.03	5.63				6.48074069840786	1	1	0	0
Mir1936	6151																						0	0	0	1
Mir1965	3662	ENSMUST00000157994	ENSMUSG00000088619	chr7	87295401	87300401	-	87297901	miRNA	KNOWN	3	9	9	6	0	5.47	6.97	0				7.34846922834954	1	0	0	0
Mir19b-2	8629	ENSMUST00000083539	ENSMUSG00000065473	chrX	50092743	50097743	-	50095243	miRNA	KNOWN	9	9	11	15	10	5.64	9.6	5.18	0.6	0	0.1	12.8452325786651	1	1	0	0
Mir20b	8629	ENSMUST00000102087	ENSMUSG00000076041	chrX	50092869	50097869	-	50095369	miRNA	KNOWN	9	9	11	15	10	5.64	9.6	5.18	1.4	0.2	0.1	12.8452325786651	1	1	0	0
Mir290	3467	ENSMUST00000104627	ENSMUSG00000077815	chr7	3216127	3221127	+	3218627	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61	1.8	0.7	0.7	41.7133072292284	1	0	1	1
Mir291a	3467	ENSMUST00000104815	ENSMUSG00000078008	chr7	3216420	3221420	+	3218920	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61				41.7133072292284	1	0	1	0
Mir291b	3467	ENSMUST00000104838	ENSMUSG00000078032	chr7	3216983	3221983	+	3219483	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61				41.7133072292284	1	0	1	0
Mir292	3467	ENSMUST00000104847	ENSMUSG00000078041	chr7	3216690	3221690	+	3219190	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61	52.6	36.5	6.9	41.7133072292284	1	0	1	0
Mir293	3467	ENSMUST00000104841	ENSMUSG00000078035	chr7	3217844	3222844	+	3220344	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61				41.7133072292284	1	0	1	1
Mir294	3467	ENSMUST00000104710	ENSMUSG00000077903	chr7	3218142	3223142	+	3220642	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61				41.7133072292284	1	0	1	0
Mir295	3467	ENSMUST00000104694	ENSMUSG00000077886	chr7	3218274	3223274	+	3220774	miRNA	KNOWN	33	39	58	30	19	17.29	17.28	3.61				41.7133072292284	1	0	1	0
Mir363	8629	ENSMUST00000093598	ENSMUSG00000070106	chrX	50092444	50097444	-	50094944	miRNA	KNOWN	0	0	0	0	10	0	0	5.18	13.4	6.5	8	0	0	1	0	0
Mir92-2	8629	ENSMUST00000083679	ENSMUSG00000065613	chrX	50092605	50097605	-	50095105	miRNA	KNOWN	9	9	11	15	10	5.64	9.6	5.18	8.2	2.4	2.8	12.8452325786651	1	1	0	0
Mkrn1	3044	ENSMUST00000150575	ENSMUSG00000029922	chr6	39352229	39357229	-	39354729	protein_coding	KNOWN	5	13	10	12	3	5.07	8.32	0	85	174.9	75.4	31.7490157327751	1	0	0	0
Mlh1	4748																						0	0	0	1
Mllt6	5711	ENSMUST00000134158	ENSMUSG00000038437	chr11	97523815	97528815	+	97526315	protein_coding	KNOWN	14	50	36	35	13	10.64	10.1	3.14	31.2	31.6	7.2	53.1224999411737	1	0	1	1
Mmp11	5091	ENSMUST00000132869	ENSMUSG00000000901	chr10	75384238	75389238	-	75386738	protein_coding	KNOWN	5	11	9	5	10	7.09	11.08	6.4	16.7	12.6	5.1	11.2249721603218	1	1	0	0
Mmp11	5092																						0	0	1	0
Moap1	6151	ENSMUST00000173969	ENSMUSG00000091931	chr12	103993510	103998510	-	103996010	protein_coding	KNOWN	9	6	9	11	13	4.73	6.29	6.13	5.3	8.2	11.6	9.9498743710662	1	1	0	0
